L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,attack_cat
10584,8518,6,0.0,2334,36,16920,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16920.0,539,6,8040,11,18672000,135360000,62,0,0,2,10,21720,14480,6912,27,0,0,0,0.0,0,Benign
65152,21,6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
14643,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,40086,1,60,0.0,0,Benign
1191,53129,6,0.0,2646,42,25418,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,25418.0,539,6,12289,14,21168000,203344000,68,0,0,2,16,26064,14480,6912,27,0,0,0,0.0,0,Benign
57116,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
5484,21,6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
49601,46189,6,0.0,3824,18,2456,18,27,27,27,0,0,0,31,32,804,52,52,804,3824.0,2456.0,1752,6,1068,6,30592000,19648000,14,18,2,2,0,14480,14480,55296,216,0,0,0,0.0,0,Benign
45181,21,6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
47271,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
5437,48119,6,0.0,4014,68,61374,70,27,27,27,0,0,0,31,32,1369,52,52,1369,4014.0,61374.0,547,6,30267,27,32112000,490992000,94,0,0,0,44,44888,14480,8960,35,0,0,0,0.0,0,Benign
58909,65206,6,0.0,3286,54,40986,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3286.0,40986.0,547,6,20073,21,26288000,327888000,80,0,4,0,28,36200,14480,8960,35,0,0,0,0.0,0,Benign
41490,10784,17,0.0,512,4,304,4,0,0,0,0,0,0,31,32,140,52,52,140,512.0,304.0,0,0,0,0,4096000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
11104,37563,6,0.0,3182,52,36578,54,27,27,27,0,0,0,31,32,1352,52,52,1352,3182.0,36578.0,547,6,17869,19,25456000,292624000,76,2,0,4,24,33304,14480,8960,35,0,0,0,0.0,0,Benign
38067,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,12566,1,60,0.0,0,Benign
18720,25,6,3.0,37168,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37168.0,3380.0,18112,17,958,7,297344000,27040000,66,2,2,0,24,15928,30408,49152,192,0,0,0,0.0,0,Benign
13921,23425,6,0.0,8928,14,424,8,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,424.0,4252,3,0,0,71424000,3392000,16,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
64481,25,6,3.0,38120,54,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,38120.0,3380.0,18588,18,958,7,304960000,27040000,66,4,2,0,24,15928,31856,39936,156,0,0,0,0.0,0,Benign
27187,25,6,3.0,37582,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37582.0,3276.0,18319,17,958,7,300656000,26208000,64,2,2,0,24,15928,30408,36608,143,0,0,0,0.0,0,Benign
43715,25,6,3.0,37260,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37260.0,3380.0,18158,17,958,7,298080000,27040000,66,2,2,0,24,15928,30408,60928,238,0,0,0,0.0,0,Benign
14473,25,6,3.0,37372,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37372.0,3276.0,18214,17,958,7,298976000,26208000,64,2,2,0,24,15928,30408,9728,38,0,0,0,0.0,0,Benign
53,19350,17,0.0,83,1,0,0,0,0,0,0,0,0,0,0,83,83,0,83,83.0,0.0,0,0,0,0,664000,0,1,0,0,0,0,0,0,0,0,19195,1,851973,0.0,0,Benign
25311,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
51801,51369,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
49819,2896,6,0.0,2990,48,33818,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2990.0,33818.0,555,6,16489,17,23920000,270544000,74,0,0,0,24,30408,14480,11008,43,0,0,0,0.0,0,Benign
49451,25,6,3.0,37452,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37452.0,3380.0,18254,17,958,7,299616000,27040000,66,2,2,0,24,15928,30408,19968,78,0,0,0,0.0,0,Benign
9171,21,6,1.0,2487,45,3498,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3740.0,563,9,1125,13,13736000,16328000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
55617,24707,6,0.0,4424,18,2456,18,27,27,27,0,0,0,31,32,1104,52,52,1104,4424.0,2456.0,2052,6,1068,6,35392000,19648000,14,18,2,0,2,14480,14480,1024,4,0,0,0,0.0,0,Benign
47439,53,17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,46339,255,0,0.0,1,Generic
3497,1519,6,0.0,2958,48,32408,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2958.0,32408.0,539,6,15784,17,23664000,259264000,74,0,2,0,22,30408,14480,6912,27,0,0,0,0.0,0,Benign
50280,55688,6,0.0,2438,38,19414,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,19414.0,539,6,9287,12,19504000,155312000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
28417,53,17,0.0,132,2,164,2,0,0,0,0,0,0,31,31,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,51876,1,60,0.0,0,Benign
52849,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,320388.0,242469.0,74,1,89,1,1888000,2128000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
64468,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
50587,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,24638,1,60,0.0,0,Benign
43420,36222,6,0.0,320,6,1972,8,27,19,27,0,0,0,31,32,826,52,52,826,320.0,1972.0,0,0,826,1,2560000,15776000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
37798,33869,6,0.0,3806,64,50974,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,50974.0,547,6,25067,25,30448000,407792000,90,4,0,0,36,41992,14480,8960,35,0,0,0,0.0,0,Benign
23433,54547,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
7900,54153,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
23473,59482,6,0.0,3614,60,47774,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,47774.0,555,6,23467,23,28912000,382192000,86,0,0,6,30,39096,14480,11008,43,0,0,0,0.0,0,Benign
2801,51168,6,0.0,3302,54,34836,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,34836.0,555,6,16998,20,26416000,278688000,86,0,0,0,24,34752,14480,11008,43,0,0,0,0.0,0,Benign
56985,28105,6,0.0,4560,18,2456,18,27,27,27,0,0,0,31,32,1172,52,52,1172,4560.0,2456.0,2120,6,1068,6,36480000,19648000,14,18,2,0,2,14480,14480,18432,72,0,0,0,0.0,0,Benign
1089,35009,6,0.0,2438,38,20006,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,20006.0,539,6,9583,12,19504000,160048000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
43631,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
41942,6881,6,0.0,13246,230,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,13246.0,548216.0,1679,20,272908,196,105968000,90760704,280,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0,Benign
27946,30437,6,0.0,3614,60,43086,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,43086.0,555,6,21123,23,28912000,344688000,92,0,0,0,30,39096,14480,11008,43,0,0,0,0.0,0,Benign
32613,22,6,92.0,9608,110,12298,114,27,27,27,0,0,0,31,32,900,52,52,900,9608.0,12298.0,3240,25,4741,30,76864000,98384000,214,0,4,6,0,49232,41992,43008,168,0,0,0,0.0,0,Benign
34069,143,6,4.0,7816,122,14758,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7816.0,14758.0,2240,29,5711,31,62528000,118064000,222,18,6,0,2,50680,47784,49152,192,0,0,0,0.0,0,Benign
9962,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
39308,42463,6,0.0,3182,52,39694,54,27,27,27,0,0,0,31,32,1352,52,52,1352,3182.0,39694.0,547,6,19427,19,25456000,317552000,76,2,0,0,28,33304,14480,8960,35,0,0,0,0.0,0,Benign
3746,5190,6,0.0,1470,22,1728,14,27,27,27,0,0,0,31,32,510,52,52,510,1470.0,1728.0,367,4,652,3,11760000,13824000,32,2,2,0,0,10136,11584,28416,111,0,0,0,0.0,0,Benign
19416,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,61053,1,60,0.0,0,Benign
26116,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
38937,49954,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
28246,54672,6,0.0,3752,18,2456,18,27,27,27,0,0,0,31,32,768,52,52,768,3752.0,2456.0,1716,6,1068,6,30016000,19648000,14,18,2,2,0,14480,14480,46080,180,0,0,0,0.0,0,Benign
33505,25,6,3.0,37360,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37360.0,3276.0,18208,17,958,7,298880000,26208000,64,2,2,0,24,15928,30408,8192,32,0,0,0,0.0,0,Benign
42797,60686,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
15225,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
58126,41018,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
11187,21,6,1.0,1031,19,1474,21,24,24,24,4294952,15,15,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,752000,824000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
46207,29285,17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
13544,12280,6,0.0,4712,28,3080,30,27,27,27,0,0,0,31,32,988,52,52,988,4712.0,3080.0,1936,6,1068,6,37696000,24640000,36,18,2,2,0,14480,14480,36864,144,0,0,0,0.0,0,Benign
36155,39655,6,0.0,528,10,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,528.0,8824.0,0,0,4252,3,4224000,70592000,16,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
36342,34211,6,0.0,3598,60,49642,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3598.0,49642.0,547,6,24401,23,28784000,397136000,86,0,0,0,36,39096,14480,8960,35,0,0,0,0.0,0,Benign
57075,27746,6,0.0,2542,40,23278,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,23278.0,539,6,11219,13,20336000,186224000,66,0,0,0,16,24616,14480,6912,27,0,0,0,0.0,0,Benign
27784,20523,6,0.0,4238,72,66846,74,27,27,27,0,0,0,31,32,1378,52,52,1378,4238.0,66846.0,555,6,33003,29,33904000,534768000,98,0,0,0,48,47784,14480,11008,43,0,0,0,0.0,0,Benign
17454,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,57739,1,60,0.0,0,Benign
16016,5190,6,0.0,4908,34,2552,28,27,27,27,0,0,0,31,32,1264,52,52,1264,4908.0,2552.0,1982,8,804,5,39264000,20416000,56,0,4,0,2,13032,17376,48640,190,0,0,0,0.0,0,Benign
20492,49914,6,0.0,3718,62,49932,60,27,27,27,0,0,0,31,32,1352,52,52,1352,3718.0,49932.0,555,6,24598,23,29744000,399456000,86,0,0,0,36,39096,14480,11008,43,0,0,0,0.0,0,Benign
58658,143,6,4.0,7810,122,15388,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7810.0,15388.0,2237,29,6026,31,62480000,123104000,222,16,6,2,2,50680,47784,48384,189,0,0,0,0.0,0,Benign
42318,6585,6,0.0,2438,38,16528,38,27,27,27,4294952,15,15,31,32,1352,52,52,1352,2438.0,16528.0,539,6,7844,11,1216000,8264000,64,0,0,2,10,21720,14480,6912,27,0,0,0,0.0,0,Benign
12962,43707,17,0.0,544,4,304,4,0,0,0,0,0,0,31,32,156,52,52,156,544.0,304.0,0,0,0,0,4352000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
56398,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
25949,54698,6,0.0,2958,48,31784,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2958.0,31784.0,539,6,15472,17,23664000,254272000,76,0,0,0,22,30408,14480,6912,27,0,0,0,0.0,0,Benign
12546,5190,6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign
6885,25,6,3.0,37390,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37390.0,3276.0,18223,17,958,7,299120000,26208000,64,2,2,0,24,15928,30408,12032,47,0,0,0,0.0,0,Benign
64292,22,6,92.0,14512,100,17342,104,27,27,27,0,0,0,31,32,1028,52,52,1028,14512.0,17342.0,5744,21,7575,31,116096000,138736000,162,16,6,18,2,50680,36200,28672,112,0,0,0,0.0,0,Benign
25841,22919,6,0.0,2750,44,28874,46,27,27,27,0,0,0,31,32,1379,52,52,1379,2750.0,28874.0,539,6,14017,15,22000000,230992000,70,0,0,0,20,27512,14480,6912,27,0,0,0,0.0,0,Benign
64186,111,17,0.0,568,4,320,4,0,0,0,0,0,0,31,32,142,80,80,142,568.0,320.0,0,0,0,0,4544000,2560000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
49920,80,6,7.0,18162,340,1087900,746,27,27,27,4294936,31,31,31,32,1500,52,52,1500,18162.0,1087900.0,289,1,543738,369,4536000,271968000,346,0,20,0,720,65160,7240,8448,33,0,0,0,0.0,0,Benign
17648,21,6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
33423,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
20114,111,6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1,Reconnaissance
50872,6881,6,0.0,35170,632,1510488,1176,27,27,27,4294952,15,15,31,32,1500,52,52,1500,35170.0,1510488.0,3749,50,752484,535,17584000,755240000,744,0,4,88,972,65160,65160,42240,165,0,0,0,0.0,0,Benign
32340,57291,6,0.0,4550,78,72810,80,27,27,27,0,0,0,31,32,1352,52,52,1352,4550.0,72810.0,555,6,35985,32,36400000,582480000,104,0,0,6,48,52128,14480,11008,43,0,0,0,0.0,0,Benign
64490,5190,6,0.0,2048,24,2410,26,27,27,27,0,0,0,31,32,485,52,52,485,2048.0,2410.0,656,5,837,6,16384000,19280000,46,0,4,0,0,14480,13032,36864,144,0,0,0,0.0,0,Benign
64547,38182,6,0.0,320,6,1932,8,27,19,27,0,0,0,31,32,806,52,52,806,320.0,1932.0,0,0,806,1,2560000,15456000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
4748,80,6,7.0,1684,14,10168,18,27,27,27,4294952,15,15,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,840000,5080000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
56501,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
20957,5190,6,0.0,1036,12,2366,14,27,27,27,0,0,0,31,32,829,52,52,829,1036.0,2366.0,358,3,971,3,8288000,18928000,22,2,0,2,0,10136,10136,26112,102,0,0,0,0.0,0,Benign
25668,61083,6,0.0,424,8,8824,12,27,19,27,4294952,15,15,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,208000,4408000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
21408,19316,6,0.0,4238,72,61150,74,27,27,27,0,0,0,31,32,1352,52,52,1352,4238.0,61150.0,555,6,30155,29,33904000,489200000,96,2,6,0,42,47784,14480,11008,43,0,0,0,0.0,0,Benign
16164,35394,6,0.0,4862,84,82782,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,82782.0,555,6,40971,35,38896000,662256000,110,0,0,0,60,56472,14480,11008,43,0,0,0,0.0,0,Benign
36992,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,13605,1,60,0.0,0,Benign
61554,59613,6,0.0,2646,42,24570,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,24570.0,539,6,11865,14,21168000,196560000,68,0,0,2,16,26064,14480,6912,27,0,0,0,0.0,0,Benign
27598,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
39969,6763,17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
59217,80,6,7.0,1580,12,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,736000,4784000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
33430,50899,6,0.0,4862,84,79236,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,79236.0,555,6,39198,35,38896000,633888000,110,0,0,6,54,56472,14480,11008,43,0,0,0,0.0,0,Benign
57397,2869,6,0.0,8928,14,424,8,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,424.0,4252,3,0,0,71424000,3392000,16,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
41344,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
57320,5190,6,0.0,2048,24,2410,26,27,27,27,0,0,0,31,32,485,52,52,485,2048.0,2410.0,656,5,837,6,16384000,19280000,46,0,4,0,0,14480,13032,36864,144,0,0,0,0.0,0,Benign
46207,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
23903,21,6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
54421,24767,6,0.0,5174,90,89856,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5174.0,89856.0,555,6,44508,38,41392000,718848000,114,2,0,0,66,60816,14480,11008,43,0,0,0,0.0,0,Benign
9158,25,6,3.0,37892,54,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37892.0,3276.0,18474,18,958,7,303136000,26208000,66,2,2,0,24,15928,31856,10752,42,0,0,0,0.0,0,Benign
19100,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
62702,17722,6,0.0,3302,54,37902,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,37902.0,555,6,18479,20,26416000,303216000,82,0,0,6,24,34752,14480,11008,43,0,0,0,0.0,0,Benign
62674,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
25582,6881,6,0.0,13246,230,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,13246.0,548216.0,1679,20,272908,196,105968000,90760704,280,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0,Benign
46996,6881,6,0.0,13246,230,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,13246.0,548216.0,1679,20,272908,196,105968000,90760704,280,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0,Benign
36235,80,6,7.0,1580,12,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,736000,4784000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
43465,5190,6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign
6014,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,45787,1,60,0.0,0,Benign
64263,21,6,1.0,1493,27,2056,29,24,24,24,4294952,15,15,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,992000,1120000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
58606,135,6,0.0,576,10,256,6,19,19,19,0,0,0,254,255,112,40,40,112,576.0,256.0,112,1,0,0,4608000,2048000,16,0,0,0,0,16383,16383,28672,112,0,0,0,0.0,1,Fuzzers
62185,60157,6,0.0,2974,48,30814,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,30814.0,547,6,14987,17,23792000,246512000,74,0,4,0,20,30408,14480,8960,35,0,0,0,0.0,0,Benign
61411,24246,6,0.0,3944,18,2456,18,27,27,27,0,0,0,31,32,864,52,52,864,3944.0,2456.0,1812,6,1068,6,31552000,19648000,14,18,2,2,0,14480,14480,5120,20,0,0,0,0.0,0,Benign
14298,80,6,7.0,1040,8,822,10,27,27,27,0,0,0,31,32,360,52,52,360,1040.0,822.0,360,1,199,1,8320000,6576000,14,2,2,0,0,7240,7240,26624,104,0,0,0,0.0,0,Benign
24949,7342,6,0.0,320,6,1834,8,27,19,27,0,0,0,31,32,757,52,52,757,320.0,1834.0,0,0,757,1,2560000,14672000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
63258,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
11422,21,6,1.0,2487,45,3500,50,25,25,25,4294951,16,16,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,1080000,1152000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
8113,43902,6,0.0,3926,66,57474,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,57474.0,555,6,28317,26,31408000,459792000,92,0,0,0,42,43440,14480,11008,43,0,0,0,0.0,0,Benign
